id,user_id,vehicle_model_id,travel_type_id,package_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation
163007,37736,12,2,NULL,1384,1282,15,NULL,7/27/2013 20:00,1,0,7/27/2013 17:10,13.02853,77.54625,12.959687,77.747099,0
163008,37737,12,2,NULL,1089,1057,15,NULL,7/27/2013 19:15,1,0,7/27/2013 17:12,12.99517,77.731147,12.916156,77.643803,0
163009,37738,12,2,NULL,585,151,15,NULL,7/28/2013 6:45,0,0,7/27/2013 17:14,12.97677,77.5727,12.89406,77.56452,0
163012,37741,28,2,NULL,571,167,15,NULL,7/27/2013 19:15,1,0,7/27/2013 17:19,12.95185,77.69642,12.99036,77.58913,0
163014,37741,12,2,NULL,167,776,15,NULL,7/27/2013 23:30,0,0,7/27/2013 17:24,12.99036,77.58913,13.01508,77.67796,0
163015,37742,12,2,NULL,1394,393,15,NULL,7/27/2013 19:00,0,0,7/27/2013 17:26,12.939653,77.52039,13.19956,77.70688,0
163016,23097,12,2,NULL,776,393,15,NULL,7/28/2013 3:15,0,1,7/27/2013 17:28,13.01508,77.67796,13.19956,77.70688,0
163017,59,12,2,NULL,585,575,15,NULL,7/28/2013 6:45,0,0,7/27/2013 17:29,12.97677,77.5727,13.03017,77.56684,0
163018,37039,12,2,NULL,1266,269,15,NULL,7/27/2013 19:00,0,0,7/27/2013 17:30,12.968553,77.599347,12.9744,77.69183,0
163019,33925,12,2,NULL,1330,393,15,NULL,7/28/2013 3:30,0,0,7/27/2013 17:34,12.953434,77.70651,13.19956,77.70688,0
163020,37743,12,2,NULL,58,142,15,NULL,7/27/2013 18:45,1,0,7/27/2013 17:38,12.88963,77.60119,12.91281,77.60923,1
163021,4006,12,2,NULL,396,393,15,NULL,7/28/2013 12:30,0,0,7/27/2013 17:40,12.92073,77.66482,13.19956,77.70688,0
163022,37744,12,2,NULL,396,1325,15,NULL,7/27/2013 21:00,0,0,7/27/2013 17:51,12.92073,77.66482,12.854095,77.665871,0
163023,4006,12,2,NULL,396,393,15,NULL,7/28/2013 12:00,1,0,7/27/2013 18:02,12.92073,77.66482,13.19956,77.70688,0
163024,24493,12,2,NULL,168,776,15,NULL,7/27/2013 22:15,0,0,7/27/2013 18:06,12.99313,77.59828,13.01508,77.67796,0
163025,37745,12,2,NULL,1010,1384,15,NULL,7/27/2013 20:30,0,0,7/27/2013 18:07,12.96691,77.74935,13.02853,77.54625,0
163026,37746,12,2,NULL,1395,393,15,NULL,7/29/2013 6:30,0,0,7/27/2013 18:40,13.005603,77.628214,13.19956,77.70688,0
163027,36376,12,2,NULL,393,293,15,NULL,7/28/2013 15:30,1,0,7/27/2013 18:40,13.19956,77.70688,12.849482,77.663187,0
163028,14988,12,2,NULL,625,1391,15,NULL,7/27/2013 19:45,1,0,7/27/2013 18:45,12.95431,77.6553,12.970926,77.647321,1
163029,14988,12,2,NULL,1391,625,15,NULL,7/27/2013 23:00,0,0,7/27/2013 18:51,12.970926,77.647321,12.95431,77.6553,0
163030,37563,89,2,NULL,768,136,15,NULL,7/27/2013 20:00,0,0,7/27/2013 18:52,12.98999,77.55332,12.90796,77.62418,0
163031,35486,12,2,NULL,585,150,15,NULL,7/27/2013 22:30,1,0,7/27/2013 18:53,12.97677,77.5727,12.89724,77.61065,0
163032,33087,12,2,NULL,222,791,15,NULL,7/27/2013 20:30,0,0,7/27/2013 19:02,12.97216,77.59383,13.00453,77.61717,0
163033,37446,65,2,NULL,1096,393,15,NULL,7/28/2013 8:00,1,0,7/27/2013 19:05,12.96519,77.71932,13.19956,77.70688,0
163034,37747,12,2,NULL,1037,393,15,NULL,08-03-2013 02:30,0,0,7/27/2013 19:05,12.934048,77.580568,13.19956,77.70688,0
163035,12900,89,2,NULL,994,136,15,NULL,7/28/2013 6:00,1,0,7/27/2013 19:11,12.93965,77.74657,12.90796,77.62418,0
163036,37748,12,2,NULL,1224,1010,15,NULL,7/27/2013 19:45,0,0,7/27/2013 19:12,13.012419,77.555151,12.96691,77.74935,0
163039,37627,65,3,2,1284,NULL,NULL,NULL,7/28/2013 9:45,0,0,7/27/2013 19:21,12.987204,77.737731,NULL,NULL,0
163040,37750,28,2,NULL,1384,571,15,NULL,7/28/2013 16:30,1,0,7/27/2013 19:22,13.02853,77.54625,12.95185,77.69642,0
163041,37751,65,2,NULL,968,393,15,NULL,7/28/2013 16:00,0,0,7/27/2013 19:27,12.96555,77.61912,13.19956,77.70688,0
163042,21901,89,3,2,58,NULL,NULL,NULL,7/28/2013 11:00,1,0,7/27/2013 19:28,12.88963,77.60119,NULL,NULL,0
163043,3418,12,2,NULL,393,1102,15,NULL,7/28/2013 9:45,0,1,7/27/2013 19:52,13.19956,77.70688,12.93652,77.54481,0
163044,37752,12,2,NULL,1021,393,15,NULL,7/28/2013 11:00,0,0,7/27/2013 19:53,13.02853,77.54625,13.19956,77.70688,0
163045,27202,12,2,NULL,1390,571,15,NULL,7/27/2013 22:30,0,0,7/27/2013 19:53,12.969368,77.641302,12.95185,77.69642,0
163046,37753,12,1,NULL,571,NULL,15,32,7/28/2013 5:00,0,0,7/27/2013 20:08,12.95185,77.69642,NULL,NULL,0
163047,37754,12,2,NULL,571,269,15,NULL,7/27/2013 23:30,1,0,7/27/2013 20:11,12.95185,77.69642,12.9744,77.69183,0
163048,36979,89,2,NULL,625,626,15,NULL,7/28/2013 9:45,0,0,7/27/2013 20:13,12.95431,77.6553,12.975066,77.6027,0
163049,37755,12,2,NULL,1142,353,15,NULL,7/27/2013 22:45,1,0,7/27/2013 20:13,13.03369,77.62821,13.03241,77.59914,0
163050,20471,12,2,NULL,1159,393,15,NULL,7/29/2013 4:15,1,0,7/27/2013 20:16,12.90163,77.582,13.19956,77.70688,0
163051,17511,12,2,NULL,271,393,15,NULL,7/28/2013 3:30,0,0,7/27/2013 20:26,12.95641,77.64076,13.19956,77.70688,0
163052,23400,12,2,NULL,1010,393,15,NULL,7/28/2013 8:00,0,0,7/27/2013 20:27,12.96691,77.74935,13.19956,77.70688,0
163053,13722,12,2,NULL,1341,1102,15,NULL,7/28/2013 5:00,0,0,7/27/2013 20:40,12.979703,77.69382,12.93652,77.54481,0
163054,37756,85,2,NULL,974,393,15,NULL,7/28/2013 5:00,0,0,7/27/2013 20:49,13.07557,77.55904,13.19956,77.70688,0
163055,34777,12,2,NULL,516,585,15,NULL,7/28/2013 12:00,1,0,7/27/2013 20:50,13.0056,77.65799,12.97677,77.5727,0
163056,37757,28,2,NULL,873,1012,15,NULL,7/27/2013 23:30,0,0,7/27/2013 20:51,12.96959,77.60051,12.94899,77.59777,0
163057,34833,12,2,NULL,1217,936,15,NULL,7/28/2013 8:00,0,1,7/27/2013 20:53,13.04937,77.51179,12.97251,77.61954,0
163059,37759,12,2,NULL,1390,580,15,NULL,7/28/2013 0:00,0,0,7/27/2013 21:01,12.969368,77.641302,12.97038,77.61045,0
163060,37760,12,2,NULL,1337,458,15,NULL,7/28/2013 1:30,0,0,7/27/2013 21:01,12.975693,77.729096,13.00037,77.72746,0
163061,37761,12,2,NULL,466,221,15,NULL,7/28/2013 9:30,0,0,7/27/2013 21:05,13.017436,77.64458,12.98541,77.57891,0
163063,37763,12,3,1,1096,NULL,NULL,NULL,7/28/2013 3:00,0,0,7/27/2013 21:29,12.96519,77.71932,NULL,NULL,0
163064,37764,89,2,NULL,450,393,15,NULL,7/27/2013 23:30,1,0,7/27/2013 21:42,12.9334,77.62652,13.19956,77.70688,0
163065,37765,85,2,NULL,571,393,15,NULL,7/28/2013 3:00,1,0,7/27/2013 21:44,12.95185,77.69642,13.19956,77.70688,0
163066,37764,89,2,NULL,393,1282,15,NULL,7/28/2013 1:30,1,0,7/27/2013 21:46,13.19956,77.70688,12.959687,77.747099,0
163067,37766,12,2,NULL,271,393,15,NULL,7/28/2013 3:45,1,0,7/27/2013 21:50,12.95641,77.64076,13.19956,77.70688,0
163068,37767,12,2,NULL,409,393,15,NULL,08-01-2013 11:00,1,0,7/27/2013 21:54,13.07746,77.60668,13.19956,77.70688,0
163071,37500,12,2,NULL,1390,1371,15,NULL,7/28/2013 7:30,1,0,7/27/2013 22:29,12.969368,77.641302,13.000418,77.674835,0
163072,37769,89,2,NULL,293,105,15,NULL,7/27/2013 23:15,0,0,7/27/2013 22:33,12.849482,77.663187,13.01766,77.64503,0
163074,37771,12,2,NULL,450,585,15,NULL,7/28/2013 19:15,1,0,7/27/2013 22:40,12.9334,77.62652,12.97677,77.5727,0
163080,27490,28,2,NULL,1280,393,15,NULL,7/28/2013 5:30,0,0,7/27/2013 23:19,12.966054,77.717837,13.19956,77.70688,0
163082,34007,12,2,NULL,452,293,15,NULL,7/28/2013 6:15,0,0,7/27/2013 23:24,12.95278,77.59088,12.849482,77.663187,0
163083,37775,12,3,2,433,NULL,NULL,NULL,7/28/2013 8:30,0,0,7/27/2013 23:36,12.91226,77.59773,NULL,NULL,0
163084,37776,12,2,NULL,1096,1337,15,NULL,7/28/2013 5:00,1,0,7/27/2013 23:55,12.96519,77.71932,12.975693,77.729096,1
163086,37778,12,2,NULL,1026,168,15,NULL,7/28/2013 1:30,0,0,7/28/2013 0:22,13.10482,77.57631,12.99313,77.59828,0
163087,36103,89,2,NULL,393,1181,15,NULL,7/28/2013 9:00,1,0,7/28/2013 0:28,13.19956,77.70688,12.97896,77.67345,0
163088,37779,65,1,NULL,1108,NULL,15,147,7/28/2013 6:00,0,0,7/28/2013 0:37,13.00097,77.65079,NULL,NULL,0
163091,36767,85,2,NULL,949,393,15,NULL,7/28/2013 10:30,1,0,7/28/2013 1:14,12.98275,77.61582,13.19956,77.70688,0
163093,37782,12,3,2,105,NULL,NULL,NULL,7/28/2013 6:30,0,0,7/28/2013 5:56,13.01766,77.64503,NULL,NULL,0
163094,37783,12,2,NULL,488,393,15,NULL,7/28/2013 8:45,1,0,7/28/2013 6:45,12.959979,77.647998,13.19956,77.70688,0
163095,21906,12,2,NULL,142,1282,15,NULL,7/28/2013 9:30,1,0,7/28/2013 6:52,12.91281,77.60923,12.959687,77.747099,0
163097,25262,12,2,NULL,271,1087,15,NULL,7/28/2013 9:15,1,0,7/28/2013 7:00,12.95641,77.64076,12.909579,77.638063,0
163098,30716,12,2,NULL,376,393,15,NULL,7/29/2013 5:45,0,1,7/28/2013 7:51,12.90245,77.66081,13.19956,77.70688,0
163100,30716,12,3,1,376,NULL,NULL,NULL,7/28/2013 14:00,0,1,7/28/2013 8:17,12.90245,77.66081,NULL,NULL,0
163101,36267,12,2,NULL,585,1083,15,NULL,7/28/2013 12:15,1,0,7/28/2013 8:27,12.97677,77.5727,12.900648,77.589183,0
163102,37786,65,3,2,160,NULL,NULL,NULL,7/28/2013 10:15,1,0,7/28/2013 8:29,13.13243,77.66901,NULL,NULL,0
163103,37787,65,2,NULL,977,393,15,NULL,7/28/2013 22:00,1,0,7/28/2013 8:44,12.969933,77.533286,13.19956,77.70688,0
163105,3367,12,3,2,1163,NULL,NULL,NULL,7/29/2013 2:00,1,0,7/28/2013 8:56,13.00794,77.7329,NULL,NULL,0
163107,29057,12,2,NULL,458,1165,15,NULL,7/28/2013 13:00,0,0,7/28/2013 9:25,13.00037,77.72746,12.990947,77.687112,0
163108,3900,12,2,NULL,1010,1166,15,NULL,7/28/2013 14:00,0,1,7/28/2013 9:30,12.96691,77.74935,12.997198,77.669514,0
163109,37790,85,3,1,793,NULL,NULL,NULL,7/28/2013 10:15,0,0,7/28/2013 9:38,13.02239,77.59492,NULL,NULL,0
163110,23336,12,3,2,1086,NULL,NULL,NULL,7/28/2013 12:00,1,0,7/28/2013 9:54,12.907487,77.64729,NULL,NULL,0
163111,37554,12,2,NULL,293,393,15,NULL,7/28/2013 15:30,1,0,7/28/2013 9:57,12.849482,77.663187,13.19956,77.70688,0
163113,37791,12,3,1,1045,NULL,NULL,NULL,7/28/2013 11:00,0,0,7/28/2013 10:13,12.940238,77.589161,NULL,NULL,0
163114,33486,12,3,1,1229,NULL,NULL,NULL,7/28/2013 15:00,0,0,7/28/2013 10:16,13.02239,77.59492,NULL,NULL,0
163115,19276,12,2,NULL,1056,1085,15,NULL,7/28/2013 12:00,1,0,7/28/2013 10:17,12.919199,77.60931,12.911942,77.651582,0
163117,37793,12,2,NULL,393,585,15,NULL,7/28/2013 10:45,0,0,7/28/2013 10:35,13.19956,77.70688,12.97677,77.5727,0
163119,37795,12,2,NULL,393,768,15,NULL,7/28/2013 20:30,1,0,7/28/2013 10:44,13.19956,77.70688,12.98999,77.55332,0
163120,37751,85,2,NULL,784,393,15,NULL,7/28/2013 16:00,0,0,7/28/2013 10:48,12.96634,77.60709,13.19956,77.70688,0
163121,37796,12,2,NULL,450,393,15,NULL,7/31/2013 5:00,1,0,7/28/2013 10:51,12.9334,77.62652,13.19956,77.70688,0
163123,37720,12,2,NULL,1297,1281,15,NULL,7/28/2013 14:00,0,0,7/28/2013 10:59,12.966049,77.598575,12.934634,77.611283,0
163124,37484,12,2,NULL,219,393,15,NULL,7/31/2013 5:30,1,0,7/28/2013 11:00,12.97029,77.56597,13.19956,77.70688,0
163125,24989,12,2,NULL,293,585,15,NULL,7/28/2013 16:45,0,1,7/28/2013 11:05,12.849482,77.663187,12.97677,77.5727,0
163126,37797,12,2,NULL,392,393,15,NULL,7/28/2013 13:45,1,0,7/28/2013 11:10,12.986284,77.735245,13.19956,77.70688,0
163127,998,17,2,NULL,455,363,15,NULL,7/28/2013 20:45,0,0,7/28/2013 11:15,12.999874,77.67812,12.99287,77.71662,0
163129,37799,12,2,NULL,409,1223,15,NULL,7/28/2013 12:30,1,0,7/28/2013 11:24,13.07746,77.60668,13.012419,77.555151,0
163130,36979,85,2,NULL,87,625,15,NULL,7/28/2013 12:30,0,0,7/28/2013 11:26,12.97003,77.60658,12.95431,77.6553,0
163131,37800,12,2,NULL,1157,1041,15,NULL,7/28/2013 12:00,0,0,7/28/2013 11:36,13.05121,77.54113,12.974408,77.6648,0
163132,28490,87,3,2,1370,NULL,NULL,NULL,7/28/2013 14:00,0,1,7/28/2013 11:37,12.995756,77.761764,NULL,NULL,0
163133,17443,12,3,2,83,NULL,NULL,NULL,7/28/2013 16:00,1,0,7/28/2013 11:37,12.92415,77.67229,NULL,NULL,0
163134,37798,12,2,NULL,450,1384,15,NULL,7/29/2013 5:30,0,0,7/28/2013 11:41,12.9334,77.62652,13.02853,77.54625,0
163136,35262,12,2,NULL,92,393,15,NULL,7/28/2013 22:00,1,0,7/28/2013 11:47,12.99569,77.6835,13.19956,77.70688,0
163137,35241,12,3,1,105,NULL,NULL,NULL,7/28/2013 18:00,0,0,7/28/2013 11:49,13.01766,77.64503,NULL,NULL,0
163139,37803,87,3,2,768,NULL,NULL,NULL,7/28/2013 13:00,0,0,7/28/2013 11:58,12.98999,77.55332,NULL,NULL,0
163140,27202,12,2,NULL,571,393,15,NULL,7/29/2013 4:00,1,0,7/28/2013 12:00,12.95185,77.69642,13.19956,77.70688,0
163141,37192,12,2,NULL,353,112,15,NULL,7/28/2013 14:45,1,0,7/28/2013 12:04,13.03241,77.59914,12.93331,77.56666,0
163142,22764,12,2,NULL,540,492,15,NULL,7/28/2013 15:00,0,0,7/28/2013 12:06,12.92768,77.62664,12.851218,77.521664,0
163143,37804,12,3,1,391,NULL,NULL,NULL,7/28/2013 12:45,0,0,7/28/2013 12:06,12.98099,77.60209,NULL,NULL,0
163145,37805,65,2,NULL,1328,393,15,NULL,7/28/2013 22:30,0,0,7/28/2013 12:23,12.958808,77.649047,13.19956,77.70688,0
163146,14364,12,2,NULL,1147,452,15,NULL,7/28/2013 16:30,0,0,7/28/2013 12:35,13.03064,77.6491,12.95278,77.59088,0
163147,4038,12,3,1,1086,NULL,NULL,NULL,7/28/2013 14:00,0,0,7/28/2013 12:47,12.907487,77.64729,NULL,NULL,0
163148,32023,12,3,1,376,NULL,NULL,NULL,7/29/2013 10:30,0,0,7/28/2013 12:49,12.90245,77.66081,NULL,NULL,0
163149,32023,12,2,NULL,376,293,15,NULL,7/29/2013 19:15,0,0,7/28/2013 12:51,12.90245,77.66081,12.849482,77.663187,0
163150,37806,12,2,NULL,1322,585,15,NULL,7/29/2013 2:15,1,0,7/28/2013 12:53,12.889133,77.639811,12.97677,77.5727,0
163151,33614,89,2,NULL,467,392,15,NULL,7/29/2013 8:15,0,0,7/28/2013 12:53,12.98793,77.52612,12.986284,77.735245,0
163152,33614,28,2,NULL,392,467,15,NULL,7/29/2013 20:00,0,0,7/28/2013 12:55,12.986284,77.735245,12.98793,77.52612,0
163153,34195,12,3,1,142,NULL,15,NULL,7/28/2013 14:45,1,0,7/28/2013 13:06,12.91281,77.60923,NULL,NULL,0
163154,37807,12,2,NULL,1095,1323,15,NULL,7/28/2013 14:00,0,0,7/28/2013 13:08,12.92415,77.67229,12.869805,77.653211,0
163155,37808,12,2,NULL,1330,585,15,NULL,7/28/2013 15:15,0,0,7/28/2013 13:16,12.953434,77.70651,12.97677,77.5727,0
163156,1290,89,2,NULL,1056,585,15,NULL,7/29/2013 2:30,0,0,7/28/2013 13:22,12.919199,77.60931,12.97677,77.5727,0
163157,37810,12,1,NULL,571,NULL,15,32,7/28/2013 19:30,0,0,7/28/2013 13:44,12.95185,77.69642,NULL,NULL,0
163158,37811,85,3,1,516,NULL,NULL,NULL,7/28/2013 16:30,1,0,7/28/2013 13:57,13.0056,77.65799,NULL,NULL,0
163159,37812,12,2,NULL,580,393,15,NULL,7/29/2013 3:00,0,0,7/28/2013 13:59,12.97038,77.61045,13.19956,77.70688,0
163160,15584,12,3,1,1183,NULL,NULL,NULL,7/28/2013 17:00,1,0,7/28/2013 14:25,12.965563,77.668576,NULL,NULL,0
163161,37813,89,2,NULL,363,585,15,NULL,7/29/2013 17:30,1,0,7/28/2013 14:30,12.99287,77.71662,12.97677,77.5727,0
163162,12735,12,2,NULL,1371,1150,15,NULL,7/29/2013 15:30,0,0,7/28/2013 14:33,13.000418,77.674835,12.99287,77.71662,0
163163,24989,12,2,NULL,293,585,15,NULL,7/28/2013 16:30,0,0,7/28/2013 14:48,12.849482,77.663187,12.97677,77.5727,0
163165,37814,12,2,NULL,393,1102,15,NULL,7/28/2013 16:45,0,0,7/28/2013 15:12,13.19956,77.70688,12.93652,77.54481,0
163168,868,65,2,NULL,1096,393,15,NULL,7/28/2013 19:30,0,0,7/28/2013 15:24,12.96519,77.71932,13.19956,77.70688,0
163169,32599,12,3,1,1365,NULL,NULL,NULL,7/28/2013 17:30,0,0,7/28/2013 15:27,12.845653,77.677925,NULL,NULL,0
163171,37507,12,2,NULL,1286,393,15,NULL,7/28/2013 19:30,1,0,7/28/2013 15:42,12.973448,77.62032,13.19956,77.70688,0
163172,37817,24,2,NULL,271,393,15,NULL,7/28/2013 18:30,0,0,7/28/2013 15:44,12.95641,77.64076,13.19956,77.70688,0
163173,37818,12,2,NULL,1384,85,15,NULL,7/29/2013 22:15,1,0,7/28/2013 15:46,13.02853,77.54625,12.95755,77.71803,0
163174,37819,12,2,NULL,1371,1365,15,NULL,7/28/2013 16:30,0,0,7/28/2013 15:49,13.000418,77.674835,12.845653,77.677925,0
163175,37820,12,2,NULL,1062,105,15,NULL,7/28/2013 17:00,0,0,7/28/2013 16:15,13.059784,77.609219,13.01766,77.64503,0
163176,37603,12,3,1,1330,NULL,NULL,NULL,7/28/2013 17:30,0,0,7/28/2013 16:21,12.953434,77.70651,NULL,NULL,0
163177,37821,12,2,NULL,1021,1010,15,NULL,7/28/2013 17:30,1,0,7/28/2013 16:27,13.02853,77.54625,12.96691,77.74935,0
163178,37609,12,2,NULL,832,393,15,NULL,7/28/2013 20:30,0,0,7/28/2013 16:34,12.88019,77.64558,13.19956,77.70688,0
163179,37822,12,2,NULL,1096,1099,15,NULL,7/28/2013 18:00,0,0,7/28/2013 16:35,12.96519,77.71932,12.93652,77.54481,1
163180,37823,85,2,NULL,1096,1393,15,NULL,7/29/2013 5:00,0,0,7/28/2013 16:37,12.96519,77.71932,13.19966,77.70688,0
163181,37824,12,2,NULL,1285,393,15,NULL,7/29/2013 3:00,0,0,7/28/2013 16:39,12.993032,77.661494,13.19956,77.70688,0
163182,37825,12,3,2,1096,NULL,NULL,NULL,7/29/2013 7:30,0,0,7/28/2013 16:49,12.96519,77.71932,NULL,NULL,0
163184,37826,12,3,1,1365,NULL,NULL,NULL,7/29/2013 6:00,0,0,7/28/2013 16:59,12.845653,77.677925,NULL,NULL,0
163187,37828,12,2,NULL,393,339,15,NULL,7/29/2013 0:45,0,0,7/28/2013 17:23,13.19956,77.70688,12.91028,77.64512,0
163188,37829,87,2,NULL,784,393,15,NULL,7/28/2013 23:00,0,0,7/28/2013 17:24,12.96634,77.60709,13.19956,77.70688,0
163191,37831,12,3,1,945,NULL,NULL,NULL,7/28/2013 18:45,0,0,7/28/2013 17:40,12.92089,77.63354,NULL,NULL,0
163192,37727,12,3,1,293,NULL,NULL,NULL,7/28/2013 18:30,0,0,7/28/2013 17:42,12.849482,77.663187,NULL,NULL,0
163193,37832,12,2,NULL,1056,393,15,NULL,7/29/2013 7:00,0,0,7/28/2013 17:45,12.919199,77.60931,13.19956,77.70688,0
163194,18309,28,2,NULL,393,334,15,NULL,7/28/2013 20:45,1,0,7/28/2013 17:48,13.19956,77.70688,13.00171,77.58056,0
163195,36664,65,2,NULL,977,393,15,NULL,7/29/2013 16:00,1,0,7/28/2013 17:52,12.969933,77.533286,13.19956,77.70688,0
163196,32151,12,3,2,1017,NULL,NULL,NULL,7/28/2013 18:30,0,0,7/28/2013 18:03,13.11084,77.60074,NULL,NULL,0
163197,37833,12,2,NULL,1322,168,15,NULL,7/28/2013 21:00,0,0,7/28/2013 18:10,12.889133,77.639811,12.99313,77.59828,0
163198,37834,12,2,NULL,776,1371,15,NULL,7/28/2013 20:30,0,0,7/28/2013 18:11,13.01508,77.67796,13.000418,77.674835,0
163199,37835,12,2,NULL,393,1044,15,NULL,7/28/2013 23:45,1,0,7/28/2013 18:15,13.19956,77.70688,12.968887,77.644329,0
163200,37836,89,2,NULL,339,1384,15,NULL,7/29/2013 7:00,1,0,7/28/2013 18:15,12.91028,77.64512,13.02853,77.54625,0
163201,37837,12,2,NULL,1371,271,15,NULL,7/29/2013 6:15,0,0,7/28/2013 18:21,13.000418,77.674835,12.95641,77.64076,0
163202,37838,12,2,NULL,1323,293,15,NULL,7/28/2013 23:45,0,0,7/28/2013 18:23,12.869805,77.653211,12.849482,77.663187,0
163204,37658,12,2,NULL,455,376,15,NULL,7/29/2013 5:00,0,1,7/28/2013 18:38,12.999874,77.67812,12.90245,77.66081,0
163206,37840,87,2,NULL,220,393,15,NULL,7/29/2013 20:00,0,1,7/28/2013 18:58,12.99722,77.62003,13.19956,77.70688,0
163207,37841,12,2,NULL,417,393,15,NULL,7/29/2013 3:30,1,0,7/28/2013 18:58,12.96539,77.65863,13.19956,77.70688,0
163208,29057,12,2,NULL,1165,458,15,NULL,7/28/2013 21:00,0,0,7/28/2013 19:02,12.990947,77.687112,13.00037,77.72746,0
163209,3367,12,3,2,1163,NULL,NULL,NULL,7/29/2013 2:00,1,0,7/28/2013 19:04,13.00794,77.7329,NULL,NULL,0
163211,37843,12,2,NULL,149,393,15,NULL,7/29/2013 4:15,0,0,7/28/2013 19:10,12.93022,77.56039,13.19956,77.70688,0
163212,34895,12,2,NULL,58,1095,15,NULL,7/29/2013 8:30,0,0,7/28/2013 19:11,12.88963,77.60119,12.92415,77.67229,1
163214,34895,12,2,NULL,58,1095,15,NULL,7/31/2013 8:30,0,0,7/28/2013 19:12,12.88963,77.60119,12.92415,77.67229,0
163215,34895,12,2,NULL,58,1095,15,NULL,08-01-2013 08:30,0,0,7/28/2013 19:12,12.88963,77.60119,12.92415,77.67229,0
163217,34895,12,2,NULL,1095,58,15,NULL,7/29/2013 16:00,0,0,7/28/2013 19:13,12.92415,77.67229,12.88963,77.60119,0
163218,1053,12,2,NULL,1121,585,15,NULL,7/29/2013 15:30,1,0,7/28/2013 19:14,13.02622,77.70143,12.97677,77.5727,0
163219,34895,12,2,NULL,1095,58,15,NULL,7/30/2013 16:00,0,0,7/28/2013 19:15,12.92415,77.67229,12.88963,77.60119,0
163220,34895,12,2,NULL,1095,58,15,NULL,7/31/2013 16:00,0,0,7/28/2013 19:15,12.92415,77.67229,12.88963,77.60119,0
163221,34895,12,2,NULL,1095,58,15,NULL,08-01-2013 16:00,0,0,7/28/2013 19:15,12.92415,77.67229,12.88963,77.60119,0
163222,34895,12,2,NULL,1095,58,15,NULL,08-02-2013 16:00,0,0,7/28/2013 19:15,12.92415,77.67229,12.88963,77.60119,0
163223,37658,12,2,NULL,455,376,15,NULL,7/29/2013 5:00,0,1,7/28/2013 19:22,12.999874,77.67812,12.90245,77.66081,0
163224,37842,85,2,NULL,393,1321,15,NULL,7/29/2013 18:00,1,0,7/28/2013 19:25,13.19956,77.70688,12.987445,77.616958,0
163225,37844,12,3,2,1083,NULL,NULL,NULL,7/29/2013 9:15,1,0,7/28/2013 19:30,12.900648,77.589183,NULL,NULL,0
163226,37845,12,2,NULL,278,393,15,NULL,7/29/2013 13:30,0,1,7/28/2013 19:35,13.00472,77.55381,13.19956,77.70688,0
163228,37846,12,2,NULL,567,393,15,NULL,7/29/2013 6:00,0,0,7/28/2013 20:01,12.95764,77.6043,13.19956,77.70688,0
163229,26280,12,2,NULL,1086,393,15,NULL,7/29/2013 3:45,0,0,7/28/2013 20:02,12.907487,77.64729,13.19956,77.70688,0
163230,37847,28,2,NULL,585,793,NULL,NULL,7/29/2013 3:30,0,0,7/28/2013 20:02,12.97677,77.5727,13.02239,77.59492,0
163232,34306,12,2,NULL,428,1089,15,NULL,7/29/2013 6:00,1,0,7/28/2013 20:08,13.03132,77.57639,12.99517,77.731147,0
163233,37639,85,2,NULL,330,393,15,NULL,7/29/2013 5:00,1,0,7/28/2013 20:10,12.858833,77.589127,13.19956,77.70688,0
163234,37848,28,2,NULL,353,541,15,NULL,7/28/2013 21:30,0,0,7/28/2013 20:23,13.03241,77.59914,12.93524,77.61997,0
163235,37573,28,2,NULL,1248,393,15,NULL,7/29/2013 5:00,0,0,7/28/2013 20:24,12.978945,77.574849,13.19956,77.70688,0
163236,37849,12,2,NULL,339,393,15,NULL,7/29/2013 4:15,0,0,7/28/2013 20:29,12.91028,77.64512,13.19956,77.70688,0
163237,31384,89,2,NULL,1036,393,15,NULL,7/29/2013 7:00,0,1,7/28/2013 20:32,12.925568,77.580568,13.19956,77.70688,0
163238,37850,12,2,NULL,1279,393,15,NULL,7/29/2013 3:30,0,1,7/28/2013 20:35,12.957188,77.705847,13.19956,77.70688,0
163239,30057,12,3,2,1021,NULL,NULL,NULL,7/29/2013 7:30,0,0,7/28/2013 20:35,13.02853,77.54625,NULL,NULL,0
163240,37851,12,2,NULL,1230,393,15,NULL,7/28/2013 22:30,1,0,7/28/2013 20:37,13.02239,77.59492,13.19956,77.70688,0
163241,37602,12,2,NULL,1034,393,15,NULL,7/29/2013 7:00,0,0,7/28/2013 20:38,13.047926,77.597766,13.19956,77.70688,0
163244,37853,12,2,NULL,1373,393,15,NULL,7/29/2013 11:00,0,0,7/28/2013 21:08,13.037255,77.58166,13.19956,77.70688,0
163245,37854,24,2,NULL,344,585,15,NULL,7/29/2013 4:45,0,0,7/28/2013 21:18,12.94788,77.67092,12.97677,77.5727,0
163246,37855,12,2,NULL,149,393,15,NULL,08-01-2013 06:45,0,1,7/28/2013 21:19,12.93022,77.56039,13.19956,77.70688,0
163247,40512,12,2,NULL,168,1198,NULL,NULL,7/29/2013 6:45,0,0,7/28/2013 21:23,12.99313,77.59828,12.95431,77.6553,0
